,corrected_filings,conm,GVKEY,sic,rd_int,sale,fyear,at,cap_int,lvg,rd_int,roa,optvol,tobin,age,Internal Communication,Support from management,Freedom to work independently,Overall compensation for your work
18,235.9543688236152,ABBOTT LABORATORIES,1078,3845,0.0325863113264688,20247.0,2014,41275.0,0.0260932768019382,0.364442999163802,0.0325863113264688,0.055336159903089,20.0,2.12333702483343,768,3.3076923076923075,4.0,3.923076923076923,4.153846153846154
19,247.44983703088724,ABBOTT LABORATORIES,1078,3845,0.0340630833757607,20405.0,2015,41247.0,0.0269110480762237,0.424355287350903,0.0340630833757607,0.107232041118142,17.0,2.08920370329963,780,3.03125,2.764705882352941,3.0303030303030303,3.484848484848485
20,224.32196889120945,ABBOTT LABORATORIES,1078,3845,0.0270003417764782,20853.0,2016,52666.0,0.0212850795579691,1.07147726166131,0.0270003417764782,0.0265826149698097,17.0,1.6842155905138,792,3.25,3.0,3.1481481481481484,3.706896551724138
21,198.80791448274263,ABBOTT LABORATORIES,1078,3845,0.0293114754098361,27390.0,2017,76250.0,0.0148852459016393,0.903777065734537,0.0293114754098361,0.006255737704918,18.0,1.89980808052459,804,3.4918032786885247,3.2131147540983607,3.583333333333333,3.6885245901639343
22,140.1497358077196,ABBOTT LABORATORIES,1078,3845,0.0342399475979932,30578.0,2018,67173.0,0.0207523856311316,0.641003800288298,0.0342399475979932,0.0352522590921948,19.0,2.435992471231,816,3.333333333333333,3.4,3.7666666666666666,3.896551724137931
23,0.0,ABBOTT LABORATORIES,1078,3845,0.0359420802215446,31904.0,2019,67887.0,0.0241283309028238,0.614352804940813,0.0359420802215446,0.0543108400724734,19.8,2.79714835800669,828,3.757575757575758,4.151515151515151,4.151515151515151,3.939393939393939
24,111.52635234919964,ABBVIE INC,16101,2836,0.109356805260634,18790.0,2013,29198.0,0.0168162202890609,3.27760463045414,0.109356805260634,0.141379546544284,32.63,3.71719071203507,0,,,,
25,125.90842369999636,ABBVIE INC,16101,2836,0.132464515192217,19960.0,2014,27547.0,0.022216575307656,8.61710677382319,0.132464515192217,0.0643990271172905,,4.71722859694341,12,3.571428571428572,3.857142857142857,3.571428571428572,4.428571428571429
26,101.43214040455288,ABBVIE INC,16101,2836,0.0836003770028275,22859.0,2015,53050.0,0.0100282752120641,8.02813688212928,0.0836003770028275,0.0969651272384543,,2.72337533119698,24,3.631578947368421,3.7,3.631578947368421,3.95
27,68.69860297293289,ABBVIE INC,16101,2836,0.0690782008804974,25638.0,2016,66099.0,0.0072467056990272,7.94693701466782,0.0690782008804974,0.0900618768816472,,2.43855677181198,36,2.8666666666666667,3.0,3.066666666666667,4.133333333333334
28,70.46356462679486,ABBVIE INC,16101,2836,0.0750007063543639,28216.0,2017,70786.0,0.0074732291696098,7.3313713949382,0.0750007063543639,0.0750007063543639,,3.10321234439013,48,3.7857142857142856,3.533333333333333,3.2666666666666666,3.466666666666667
29,70.0748679038598,ABBVIE INC,16101,2836,0.181173338724896,32753.0,2018,59352.0,0.0107494271465157,-4.77267345488989,0.181173338724896,0.0958181695646314,,3.43932444669093,60,4.208333333333333,4.041666666666667,3.8333333333333335,3.8333333333333335
30,123.29839852607708,ABBVIE INC,16101,2836,0.0762161252314425,33266.0,2019,89115.0,0.0061942433933681,-8.20949583945179,0.0762161252314425,0.08844751164226,,2.5610712952926,72,3.0,2.4,2.7,3.3
31,0.0,ABERCROMBIE & FITCH  -CL A,63643,5651,0.0,3540.276,2008,2848.181,0.129065533405356,0.0541835674244058,0.0,0.0955890794861703,33.0,1.0618586108116,144,,,,
32,0.0,ABERCROMBIE & FITCH  -CL A,63643,5651,0.0,2928.626,2009,2821.866,0.0621829668736928,0.038958552275623,0.0,9.00113612765454e-05,50.0,1.43885680609923,156,,,,
33,0.0,ABERCROMBIE & FITCH  -CL A,63643,5651,0.0,3468.777,2010,2947.902,0.0545930631343918,0.0362632643390255,0.0,0.0509796458633971,,2.06421549291666,168,,,,
34,0.0,ABERCROMBIE & FITCH  -CL A,63643,5651,0.0,4158.058,2011,3048.153,0.104521656229198,0.0310616734032911,0.0,0.0418804436653934,,1.76115074276127,180,,,,
35,0.0,ABERCROMBIE & FITCH  -CL A,63643,5651,0.0,4510.805,2012,2987.401,0.11376510886888,0.0351664331110705,0.0,0.0793368550120992,,1.65098011616117,192,,,,
36,0.0,ABERCROMBIE & FITCH  -CL A,63643,5651,0.0,4116.897,2013,2850.997,0.0574970790919808,0.113169582068271,0.0,0.019161016304121,,1.27530608415232,204,,,,
37,0.0,ABERCROMBIE & FITCH  -CL A,63643,5651,0.0,3744.03,2014,2514.651,0.0694426383621425,0.247487049372491,0.0,0.0206076310390587,,1.23722587349099,216,2.5,4.0,3.25,3.5
38,0.0,ABERCROMBIE & FITCH  -CL A,63643,5651,0.0,3518.68,2015,2433.039,0.058856023269664,0.25844982003202,0.0,0.0146220426388562,,1.21673840822116,228,2.6842105263157894,3.1052631578947367,3.736842105263158,2.9473684210526314
39,0.0,ABERCROMBIE & FITCH  -CL A,63643,5651,0.0,3326.74,2016,2295.757,0.0613496985961493,0.24881799209448,0.0,0.0017231788904487,,0.812550282978556,240,3.2045454545454546,3.333333333333333,3.5476190476190474,3.3181818181818183
40,0.0,ABERCROMBIE & FITCH  -CL A,63643,5651,0.0,3492.69,2017,2325.692,0.0460082418480177,0.241745071351013,0.0,0.0030502749289243,,0.976892834476792,252,3.4390243902439024,3.609756097560976,3.634146341463415,3.2142857142857144
41,0.0,ABERCROMBIE & FITCH  -CL A,63643,5651,0.0,3590.109,2018,2385.593,0.0638805529694294,0.245492596575399,0.0,0.0312463190493936,,1.0498623822253,264,3.575,3.6,3.641025641025641,3.1538461538461537
42,0.0,ABERCROMBIE & FITCH  -CL A,63643,5651,0.0,3623.073,2019,3549.665,0.0571276444396866,1.66925699606162,0.0,0.0110878068775504,,1.0075387226682,276,3.652173913043478,3.3043478260869565,3.4782608695652173,2.782608695652174
43,0.0,ABIOMED INC,13619,3841,0.182769678871416,73.21,2008,135.958,0.0275894026096294,0.0,0.182769678871416,-0.23240265376072,50.4,4.57758366554377,252,,,,
44,0.0,ABIOMED INC,13619,3841,0.196295438758972,85.713,2009,129.57,0.0138921046538551,0.0,0.196295438758972,-0.14682411051941,53.9,2.68892560006174,264,,,,
45,3.089202269692924,ABIOMED INC,13619,3841,0.195572544608931,101.151,2010,131.588,0.0137094567893729,0.0,0.195572544608931,-0.089331853968447,50.9,2.95771392528194,276,,,,
46,8.251467728932516,ABIOMED INC,13619,3841,0.167077077012039,126.375,2011,153.911,0.011337721150535,0.0,0.167077077012039,0.0097134057994555,53.1,4.89234888994289,288,,,,
47,5.01129854659736,ABIOMED INC,13619,3841,0.15086559332702,158.124,2012,169.999,0.0166824510732416,0.0,0.15086559332702,0.0883181665774505,56.2,3.24540991417597,300,,,,
48,1.8134366235642216,ABIOMED INC,13619,3841,0.149493444721942,183.643,2013,205.407,0.0134416061770047,0.0,0.149493444721942,0.0357874853339954,51.7,5.37668063892662,312,,,,
49,1.9828098220471864,ABIOMED INC,13619,3841,0.106313558946351,230.311,2014,338.367,0.015332464454276,0.0,0.106313558946351,0.335990211811436,49.3,4.78786394654325,324,,,,
50,5.573194527722686,ABIOMED INC,13619,3841,0.11737523323371,329.543,2015,423.931,0.0368550542423177,0.0,0.11737523323371,0.089983983242556,49.7,9.2013154970974,336,,,,
51,5.608049222280236,ABIOMED INC,13619,3841,0.120611030969416,445.304,2016,550.414,0.0915946905420284,0.0361403407871772,0.120611030969416,0.0946850915856065,48.9,9.11934769101077,348,,,,
52,17.615891156698716,ABIOMED INC,13619,3841,0.0957520267048164,593.749,2017,786.375,0.0710386266094421,0.0,0.0957520267048164,0.142641869337148,43.5,10.6986739786997,360,,,,
53,7.007486790385979,ABIOMED INC,13619,3841,0.0886834113279701,769.432,2018,1054.346,0.0417358248620472,0.0,0.0886834113279701,0.245665085275612,42.8,14.0221861893534,372,1.6666666666666667,1.5,3.1666666666666665,1.6666666666666667
54,0.0,ABIOMED INC,13619,3841,0.0811854377695316,840.883,2019,1216.462,0.0361754004646261,0.0114691599731948,0.0811854377695316,0.166884785550227,42.3,6.43594399989478,384,2.0,2.0,1.0,5.0
55,0.0,ABM INDUSTRIES INC,1410,7340,,3623.59,2008,1549.913,0.0219773626003524,0.357114576330135,,0.0293139034255471,30.4,1.21084677010903,468,,,,
56,0.0,ABM INDUSTRIES INC,1410,7340,,3481.823,2009,1521.153,0.0122157337230377,0.251073429881377,,0.0356920046832896,35.2,1.25035225253475,480,,,,
57,0.0,ABM INDUSTRIES INC,1410,7340,,3495.747,2010,1548.67,0.0154597170475311,0.190115354690301,,0.0414039143264866,38.75,1.4166642990437,492,,,,
58,0.0,ABM INDUSTRIES INC,1410,7340,,4246.842,2011,1879.598,0.0117706020117068,0.376938405751577,,0.0364460911322528,39.8,1.16165183193428,504,,,,
59,0.0,ABM INDUSTRIES INC,1410,7340,,4300.265,2012,1869.251,0.0150070803760437,0.252822795914384,,0.0334797199520022,41.6,1.12559164071599,516,,,,
60,0.0,ABM INDUSTRIES INC,1410,7340,,4809.281,2013,2119.236,0.0153795990630586,0.343179943041307,,0.0343991891417473,38.8,1.31549531057419,528,,,,
61,0.0,ABM INDUSTRIES INC,1410,7340,,5032.8,2014,2192.9,0.0170550412695517,0.330099091659785,,0.0344748962560992,,1.28580744676,540,2.4,3.6,3.6,3.8
62,0.0,ABM INDUSTRIES INC,1410,7340,,4897.8,2015,2149.8,0.0123267280677272,0.15682382133995,,0.0354916736440599,,1.2743686947623,552,2.2222222222222223,2.2972972972972974,2.1875,2.3142857142857145
63,0.0,ABM INDUSTRIES INC,1410,7340,,5144.7,2016,2281.2,0.0192880939856216,0.275462012320329,,0.0250745221813081,,1.56841274767666,564,1.911764705882353,1.868421052631579,2.1666666666666665,2.2777777777777777
64,0.0,ABM INDUSTRIES INC,1410,7340,,5453.6,2017,3812.6,0.015002885170225,0.856436723122774,,0.0009966951686513,,1.28722477049782,576,2.0454545454545454,1.8444444444444448,2.477272727272727,2.0217391304347827
65,0.0,ABM INDUSTRIES INC,1410,7340,,6442.2,2018,3627.5,0.0140317022742936,0.645538292314038,,0.026960716747071,,1.18326352584425,588,2.894736842105264,2.894736842105264,3.684210526315789,3.0
66,0.0,ABM INDUSTRIES INC,1410,7340,,6498.6,2019,3692.6,0.0161403888858799,0.519714656290532,,0.0345014353030385,,1.26225218274387,600,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.0
67,0.0,ACADIA HEALTHCARE CO INC,192255,8060,0.0,221.373,2011,412.996,0.0442231886023109,2.87925076531936,0.0,-0.0844850797586417,42.0,1.54197018857326,0,,,,
68,0.0,ACADIA HEALTHCARE CO INC,192255,8060,0.0,407.461,2012,983.413,0.0821160590718244,1.09425037567911,0.0,0.0207471326899278,42.0,1.74466317813574,12,,,,
69,0.0,ACADIA HEALTHCARE CO INC,192255,8060,0.0,713.408,2013,1224.659,0.0629015913817642,1.28380104428866,0.0,0.0347680456355606,40.0,2.54259302385399,24,,,,
70,0.0,ACADIA HEALTHCARE CO INC,192255,8060,0.0,1004.601,2014,2223.59,0.0613516880360138,1.24439676945168,0.0,0.0373450141437945,36.0,2.23377129776622,36,3.0,5.0,5.0,4.0
71,0.0,ACADIA HEALTHCARE CO INC,192255,8060,0.0,1794.492,2015,4279.208,0.0707301444566378,1.33137654275508,0.0,0.0263025307486806,35.0,1.63931623795805,48,2.0,2.0,3.5,2.5
72,0.0,ACADIA HEALTHCARE CO INC,192255,8060,0.0,2810.914,2016,6024.726,0.0577999729780242,1.51671015313758,0.0,0.0010196314322012,33.0,1.11646152870687,60,2.833333333333333,3.0,3.1666666666666665,2.6666666666666665
73,0.0,ACADIA HEALTHCARE CO INC,192255,8060,0.0,2836.316,2017,6424.502,0.04906746079307,1.25925007511064,0.0,0.0311051346859259,33.0,1.04169923209612,72,2.4,2.6,3.6,2.2
74,0.0,ACADIA HEALTHCARE CO INC,192255,8060,0.0,3012.442,2018,6172.504,0.0582980586160819,1.36865273193797,0.0,-0.0284730475670814,37.0,0.986209525340121,84,2.697674418604651,2.7674418604651163,3.4285714285714284,2.9069767441860463
75,0.0,ACADIA HEALTHCARE CO INC,192255,8060,0.0,3107.462,2019,6879.142,0.0424907641098265,1.48918348147447,0.0,0.0158338060182505,38.0,1.05938887727568,96,2.689655172413793,2.586206896551724,3.4827586206896552,2.862068965517241
76,92.57768462509176,ACCENTURE PLC,143357,8742,0.0314689045672772,25313.826,2008,12398.525,0.0258392026470891,0.0032584060025837,0.0314689045672772,0.136447762939543,33.0,2.41596639761585,84,,,,
77,106.66973601741353,ACCENTURE PLC,143357,8742,0.0354884497329984,23170.968,2009,12255.734,0.0198645793063067,0.0003308398516867,0.0354884497329984,0.129732172711973,,2.87390498194559,96,,,,
78,118.14479905338592,ACCENTURE PLC,143357,8742,0.0298942295878391,23094.078,2010,12835.253,0.0185594315904797,0.0005599937370977,0.0298942295878391,0.138731663489609,,3.14038216621051,108,,,,
79,117.2578703396846,ACCENTURE PLC,143357,8742,0.031988156254549,27352.914,2011,15731.51,0.0256627621887537,0.0011392255277264,0.031988156254549,0.144784384970038,,2.92381918963914,120,,,,
80,69.55534422529496,ACCENTURE PLC,143357,8742,0.0335791817965529,29777.985,2012,16665.415,0.0223201162407297,7.95979963495877e-06,0.0335791817965529,0.153222106980234,,3.27860335311182,132,,,,
81,89.21352267069848,ACCENTURE PLC,143357,8742,0.0423959164403922,30394.285,2013,16867.049,0.0219121317546418,0.0051610967814513,0.0423959164403922,0.194573336450259,,3.8063752859199,144,,,,
82,127.49455555426432,ACCENTURE PLC,143357,8742,0.0356663066831779,31874.678,2014,17930.452,0.0179510254398495,0.0046637886893572,0.0356663066831779,0.1640504098837,,3.81081975457172,156,3.857142857142857,3.928571428571429,4.142857142857143,3.928571428571429
83,178.32820204265747,ACCENTURE PLC,143357,8742,0.0342460863750679,32914.424,2015,18266.058,0.0216257388430498,0.004472812198134,0.0342460863750679,0.167172413445747,,4.2495564998206,168,3.929824561403509,3.810344827586207,3.946428571428572,3.8793103448275854
84,212.0699503698335,ACCENTURE PLC,143357,8742,0.0312197037760777,34797.661,2016,20609.004,0.024094614179317,0.0036041106185331,0.0312197037760777,0.19951920044268,,4.16095933068866,180,3.761904761904762,3.484848484848485,3.90625,3.569230769230769
85,274.80187195570585,ACCENTURE PLC,143357,8742,0.031041005487466,36765.478,2017,22689.89,0.0227378361023346,0.0028012810134044,0.031041005487466,0.151836302423679,,4.7587754339047,192,3.2549019607843137,3.34,3.755102040816327,3.5510204081632653
86,483.8729013506021,ACCENTURE PLC,143357,8742,0.0323439124485773,41603.428,2018,24449.083,0.0253255715152998,0.0024132750679152,0.0323439124485773,0.166055593986899,,4.26170226302557,204,3.764705882352941,3.75,4.176470588235294,3.826923076923077
87,521.7845925904429,ACCENTURE PLC,143357,8742,0.0268458281805768,43215.013,2019,29789.88,0.0201078017098424,0.0015724885432779,0.0268458281805768,0.160427366609063,,5.0102873922285,216,3.583333333333333,3.583333333333333,3.8125,3.5416666666666665
88,9.35378866588444,ACTIVISION BLIZZARD INC,180405,7372,0.040269369430651,3026.0,2008,14701.0,0.0031290388408951,0.0,0.040269369430651,-0.0072784164342561,53.88,0.987126383239236,0,,,,
89,10.227599193399042,ACTIVISION BLIZZARD INC,180405,7372,0.0456265463542425,4279.0,2009,13742.0,0.0050211031873089,0.0,0.0456265463542425,0.008222966089361,53.0,1.22822648886625,12,,,,
90,6.066472376945252,ACTIVISION BLIZZARD INC,180405,7372,0.0478890049231687,4447.0,2010,13406.0,0.007235566164404,0.0,0.0478890049231687,0.0311800686259884,46.2,1.33697604057885,24,,,,
91,9.760939102956492,ACTIVISION BLIZZARD INC,180405,7372,0.0486555697823303,4755.0,2011,13277.0,0.0054229118023649,0.0,0.0486555697823303,0.0817202681328613,43.5,1.26145794381261,36,,,,
92,16.601246763312343,ACTIVISION BLIZZARD INC,180405,7372,0.0425352112676056,4856.0,2012,14200.0,0.0051408450704225,0.0,0.0425352112676056,0.0809154929577465,40.76,1.0343842056338,48,,,,
93,18.97122233833342,ACTIVISION BLIZZARD INC,180405,7372,0.0416785612332287,4583.0,2013,14012.0,0.0052811875535255,0.70869827846572,0.0416785612332287,0.0720810733656866,39.0,1.4228612239509,60,,,,
94,14.395676719011892,ACTIVISION BLIZZARD INC,180405,7372,0.0387223653872237,4408.0,2014,14746.0,0.007256205072562,0.597815567537675,0.0387223653872237,0.0566255255662553,37.09,1.49599005493015,72,2.0,5.0,5.0,3.0
95,22.071781185332966,ACTIVISION BLIZZARD INC,180405,7372,0.0423578781719232,4664.0,2015,15251.0,0.007278211264835,0.505577590480912,0.0423578781719232,0.0584879680020982,36.13,2.33529677594912,84,2.5,2.5,3.0,3.0
96,18.4764489864306,ACTIVISION BLIZZARD INC,180405,7372,0.0548934219573688,6608.0,2016,17452.0,0.0077928031171212,0.535914025660708,0.0548934219573688,0.0553518221407289,35.31,2.01997109614944,96,3.5,4.25,4.0,4.5
97,10.418075601430107,ACTIVISION BLIZZARD INC,180405,7372,0.0572637668737947,7017.0,2017,18668.0,0.0083029783586886,0.463961107588248,0.0572637668737947,0.0146239554317549,35.0,3.06252499464324,108,3.0,2.0,2.0,1.5
98,0.0,ACTIVISION BLIZZARD INC,180405,7372,0.0617325483599664,7500.0,2018,17835.0,0.0073451079338379,0.235185348243374,0.0617325483599664,0.101654051023269,32.37,2.35662328343145,120,3.0,4.0,4.0,2.0
99,0.0,ACTIVISION BLIZZARD INC,180405,7372,0.0502897455278408,6489.0,2019,19845.0,0.0058453010833963,0.230222569308864,0.0502897455278408,0.0757369614512472,30.0,2.6565744116906,132,4.0,3.0,3.0,3.0
100,345.1548017711359,ADOBE INC,12540,7370,0.113724272957356,3579.889,2008,5821.598,0.0192029748532963,0.0793587090741469,0.113724272957356,0.149755101606123,46.0,2.16644075904932,264,,,,
101,343.9030228780428,ADOBE INC,12540,7370,0.0776054116338153,2945.853,2009,7282.237,0.016422426240728,0.204475226599446,0.0776054116338153,0.0530754492060613,45.5,2.96818044510224,276,,,,
102,258.43172325786776,ADOBE INC,12540,7370,0.0835670841507856,3800.0,2010,8141.148,0.020837601773116,0.293210232596299,0.0835670841507856,0.095156113118199,32.5,2.25977351842762,288,,,,
103,265.7144533582601,ADOBE INC,12540,7370,0.0820863061067715,4216.258,2011,8991.183,0.0233889133387675,0.261849975955856,0.0820863061067715,0.0926293013944883,35.5,1.90229759532199,300,,,,
104,260.6395741840038,ADOBE INC,12540,7370,0.0744720323969377,4403.677,2012,9974.523,0.0271768384312714,0.226273641139882,0.0744720323969377,0.0834902080029291,32.5,2.19842440184859,312,,,,
105,203.50947599303123,ADOBE INC,12540,7370,0.079634611646024,4055.24,2013,10380.298,0.0181457218280246,0.225138349536941,0.079634611646024,0.0279360958616024,27.0,3.21486689678851,324,,,,
106,193.86177981602685,ADOBE INC,12540,7370,0.0782835515007701,4147.065,2014,10785.829,0.0137524894933899,0.223485276136546,0.0782835515007701,0.024884039975045,,3.72498125086166,336,5.0,5.0,5.0,5.0
107,184.5200907093836,ADOBE INC,12540,7370,0.073571147400514,4795.511,2015,11726.472,0.0157708132505668,0.272400086837542,0.073571147400514,0.0536863090620947,,4.39084060917896,348,4.666666666666667,4.25,4.0,5.0
108,160.45337277689728,ADOBE INC,12540,7370,0.0768063464292521,5854.43,2016,12707.114,0.0160386536234742,0.256176467221157,0.0768063464292521,0.0919785562638377,,4.42002238273773,360,3.0,3.333333333333333,2.6666666666666665,3.6666666666666665
109,58.60167525804435,ADOBE INC,12540,7370,0.0842113641886145,7301.505,2017,14535.556,0.0122542268076983,0.222393632809208,0.0842113641886145,0.116538644961362,,6.34062019230637,372,3.727272727272727,3.4545454545454546,4.181818181818182,4.090909090909091
110,19.49580386660869,ADOBE INC,12540,7370,0.0819350021487923,9030.008,2018,18768.682,0.0142033947828622,0.440584252659175,0.0819350021487923,0.138037076870928,,6.3795340088345,384,4.25,3.9583333333333335,4.125,4.25
111,0.0,ADOBE INC,12540,7370,0.0929674796747967,11171.297,2019,20762.4,0.0189996821176743,0.3929920309815,0.0929674796747967,0.142153989904828,,8.15476392854391,396,4.4,4.2,4.6,4.4
112,0.0,ADVANCE AUTO PARTS INC,145977,5531,0.0,5142.255,2008,2964.065,0.0624095625433315,0.570272869491781,0.0,0.0803079554598162,32.3,1.7140881863252,84,,,,
113,0.0,ADVANCE AUTO PARTS INC,145977,5531,0.0,5412.623,2009,3072.963,0.0627843550345383,0.184318037376254,0.0,0.0879844632037548,39.2,1.81598575706899,96,,,,
114,0.0,ADVANCE AUTO PARTS INC,145977,5531,0.0,5925.203,2010,3354.217,0.0595027095742464,0.320839274409404,0.0,0.103169532561549,36.3,2.30641976950209,108,,,,
115,0.0,ADVANCE AUTO PARTS INC,145977,5531,0.0,6170.462,2011,3655.754,0.0733443771107137,0.490596923744625,0.0,0.107961859578079,36.3,2.15464015631249,120,,,,
116,0.0,ADVANCE AUTO PARTS INC,145977,5531,0.0,6205.003,2012,4613.814,0.0587761015073429,0.499786073111785,0.0,0.0840237599521784,33.2,1.88832494114414,132,,,,
117,0.0,ADVANCE AUTO PARTS INC,145977,5531,0.0,6493.814,2013,5564.774,0.0351778886258454,0.694882288344914,0.0,0.0703996244950828,26.9,2.17627889290742,144,,,,
118,0.0,ADVANCE AUTO PARTS INC,145977,5531,0.0,9843.861,2014,7962.358,0.0286907471379709,0.817256574427633,0.0,0.0620199443431205,27.0,2.21023379255241,156,3.8,3.5,4.0,3.7
119,0.0,ADVANCE AUTO PARTS INC,145977,5531,0.0,9737.018,2015,8134.565,0.028857965976054,0.493268033461105,0.0,0.0581958592745894,27.3,2.05400130676932,168,2.320754716981132,2.480769230769231,2.5098039215686274,2.730769230769231
120,0.0,ADVANCE AUTO PARTS INC,145977,5531,0.0,9567.679,2016,8315.033,0.0312156307738045,0.357745649120497,0.0,0.0552760283693402,27.7,2.14927251401167,180,2.718309859154929,2.6527777777777777,2.704225352112676,2.458333333333333
121,0.0,ADVANCE AUTO PARTS INC,145977,5531,0.0,9373.784,2017,8482.301,0.0223710523830739,0.305890789284129,0.0,0.0560584916757847,,1.46632203219386,192,2.934065934065934,2.875,3.076923076923077,2.734042553191489
122,0.0,ADVANCE AUTO PARTS INC,145977,5531,0.0,9580.554,2018,9040.648,0.0214271145165701,0.294560710462646,0.0,0.0468823694938681,,1.8692671808481,204,3.0636363636363635,3.0625,3.518181818181818,2.9732142857142856
123,0.0,ADVANCE AUTO PARTS INC,145977,5531,0.0,9709.003,2019,11248.525,0.0240146152495549,0.913605803868663,0.0,0.043285319630796,,1.6702315299117,216,3.095238095238096,3.1666666666666665,3.3095238095238093,2.7857142857142856
124,236.6508532468764,ADVANCED MICRO DEVICES,1161,3674,0.240781758957655,5808.0,2008,7675.0,0.0813029315960912,-61.8780487804878,0.240781758957655,-0.403648208469055,72.0,1.18207687296417,429,,,,
125,359.24442166814134,ADVANCED MICRO DEVICES,1161,3674,0.189579202467504,5403.0,2009,9078.0,0.0513328927076449,7.30092592592593,0.189579202467504,0.041418814716898,70.51,1.64411544393038,441,,,,
126,512.0102686141793,ADVANCED MICRO DEVICES,1161,3674,0.28303787268332,6494.0,2010,4964.0,0.0298146655922643,2.38993089832182,0.28303787268332,0.0948831587429492,55.97,1.92142224012893,453,,,,
127,435.98861326539,ADVANCED MICRO DEVICES,1161,3674,0.293298344771901,6568.0,2011,4954.0,0.0504642712959225,1.26792452830189,0.293298344771901,0.0991118288251918,54.82,1.4398869600323,465,,,,
128,521.2791483680076,ADVANCED MICRO DEVICES,1161,3674,0.3385,5422.0,2012,4000.0,0.03325,3.79553903345725,0.3385,-0.29575,56.24,1.2933,477,,,,
